Date,open,high,low,close,volume,symbol,sma_10,sma_20,ema_20,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower
2026-07-29 00:00:00-04:00,307.1400146484375,309.0599975585937,297.3800048828125,298.32000732421875,39478000,TSLA,,,298.32000732421875,,0.0,0.0,0.0,,
2026-07-30 00:00:00-04:00,302.70001220703125,310.8699951171875,301.3299865722656,308.8500061035156,38005400,TSLA,,,299.32286435081846,,0.8399999026219689,0.1679999805243938,0.6719999220975751,,
2026-07-31 00:00:00-04:00,309.69000244140625,315.5,301.9700012207031,311.2099914550781,36630600,TSLA,,,300.4549716940813,,1.6768077757111541,0.46976153956174593,1.207046236149408,,
2026-08-03 00:00:00-04:00,310.9599914550781,324.6499938964844,310.42999267578125,322.0799865722656,38281400,TSLA,,,302.514496920575,,3.1804396767878984,1.0118971670069765,2.168542509780922,,
2026-08-04 00:00:00-04:00,324.0,329.57000732421875,320.7900085449219,327.3500061035156,33318300,TSLA,,,304.87978350942655,,4.742654950189433,1.7580487236434679,2.984606226545965,,
2026-08-05 00:00:00-04:00,323.4200134277344,327.1400146484375,320.2799987792969,321.54998779296875,27820800,TSLA,,,306.467422012621,,5.449885912267348,2.496416161368244,2.953469750899104,,
2026-08-06 00:00:00-04:00,317.04998779296875,323.0,315.5199890136719,319.5299987792969,26033800,TSLA,,,307.71147694278056,,5.7807385576792285,3.1532806406304412,2.6274579170487873,,
2026-08-07 00:00:00-04:00,322.3399963378906,333.7300109863281,321.25,328.5799865722656,39492300,TSLA,,,309.69895405035055,,6.696012578934642,3.8618270282912817,2.8341855506433604,,
2026-08-10 00:00:00-04:00,326.6000061035156,332.04998779296875,326.1499938964844,330.8800048828125,25003800,TSLA,,,311.7161969867755,,7.520277018321622,4.59351702629735,2.9267599920242713,,
2026-08-11 00:00:00-04:00,332.79998779296875,336.20001220703125,329.5299987792969,332.8099975585937,23345200,TSLA,320.1159973144531,,313.7251303745677,,8.234326612851532,5.3216789436081875,2.912647669243345,,
2026-08-12 00:00:00-04:00,335.0,335.5,323.6400146484375,327.510009765625,28698900,TSLA,323.0349975585938,,315.03797603085883,,8.277137649436156,5.912770684773782,2.3643669646623744,,
2026-08-13 00:00:00-04:00,327.20001220703125,341.6400146484375,325.239990234375,339.9599914550781,34708300,TSLA,326.14599609375,,317.4115013093559,,9.209513637378393,6.572119275294704,2.637394362083689,,
2026-08-14 00:00:00-04:00,342.3299865722656,351.260009765625,335.3299865722656,342.2699890136719,45437100,TSLA,329.2519958496094,,319.77897632881457,,10.019329232179587,7.261561266671681,2.757767965507906,,
2026-08-17 00:00:00-04:00,340.69000244140625,345.45001220703125,337.4800109863281,339.29998779296875,26037100,TSLA,330.9739959716797,,321.63812027778164,78.00710464162694,10.302696575375876,7.86978832841252,2.432908246963356,,
2026-08-18 00:00:00-04:00,333.2200012207031,340.5299987792969,331.1199951171875,336.8699951171875,27994500,TSLA,331.9259948730469,,323.0887750243917,75.49940813877818,10.213452809437456,8.338521224617507,1.874931584819949,,
2026-08-19 00:00:00-04:00,338.8900146484375,351.6199951171875,335.70001220703125,351.1199951171875,36735400,TSLA,334.88299560546875,,325.75841503322937,76.64859827252971,11.163891992141714,8.903595378122349,2.2602966140193654,,
2026-08-20 00:00:00-04:00,346.20001220703125,347.5,338.9599914550781,345.1300048828125,30766400,TSLA,337.4429962158203,,327.60332835223727,70.44853201715964,11.303480256280181,9.383572353753916,1.9199079025262655,,
2026-08-21 00:00:00-04:00,349.8800048828125,366.5,346.8999938964844,362.8599853515625,59224000,TSLA,340.87099609375,,330.96110520931586,72.70602348631215,12.698387107385486,10.04653530448023,2.651851802905256,,
2026-08-24 00:00:00-04:00,361.4100036621094,363.239990234375,348.260009765625,348.95001220703125,39190500,TSLA,342.67799682617186,,332.67433444719353,60.97116297064898,12.536924393931201,10.544613122370425,1.9923112715607765,,
2026-08-25 00:00:00-04:00,349.5799865722656,357.0,349.20001220703125,350.25,29816700,TSLA,344.4219970703125,332.2689971923828,334.3482073569846,65.27573384895568,12.371254064664697,10.90994131082928,1.4613127538354167,364.30863493846186,300.22935944630376
2026-08-26 00:00:00-04:00,345.2699890136719,351.92999267578125,342.5299987792969,345.82000732421875,28573000,TSLA,346.25299682617185,334.6439971923828,335.4407597348164,63.64298919958332,11.747082692217873,11.077369587107,0.6697131051108727,362.9071992320791,306.3807951526865
2026-08-27 00:00:00-04:00,346.1600036621094,355.739990234375,345.45001220703125,354.8099975585937,30136200,TSLA,347.7379974365234,336.9419967651367,337.28544905136664,63.62033539900615,11.841339867063368,11.230163643098274,0.611176223965094,363.81425737577655,310.06973615449687
2026-08-28 00:00:00-04:00,357.0950012207031,358.79998779296875,345.20001220703125,348.75,32818355,TSLA,348.38599853515626,338.8189971923828,338.3773110464746,58.93054427815233,11.296825428241846,11.243496000126989,0.05332942811485708,363.2575025523533,314.38049183241236
